doc,so_hieu,loai,co_quan,ky_tu,ty_le_dau,ngay,ngay_iso,ngay_hop_le,nguoi_ky,hoc_ham,chuc_danh,can_cu,hieu_luc,loai_hieu_luc,so_dieu,so_khoan,rac
0082,2347/QĐ-ĐHBK,QĐ,ĐHBK,33284,0.2851380828908919,ngày 14 tháng 11 năm 2018,2018-11-14,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,5,0,,28,91,
0093,24/2018/QH14,L,QH14,64950,0.2570728589688965,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV,
kỳ họp thứ 5 thông qua ngày 12 tháng 6 năm 2018",2018-06-12,True,Nguyễn Thị Kim Ngân,,Chủ tịch,1,0,,43,164,
0153,3/2014/TT-BTTTT,TT,BTTTT,112691,0.26336493450297,Ngày 02-4-2014,2014-04-02,True,Nguyễn Bắc Son,,Bộ trưởng,2,0,,4,7,
0244,86/2015/QH13,L,QH13,61013,0.26720278006727405,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 10 thông qua ngày 19 tháng 11 năm 2015",2015-11-19,True,Giang Sơn,,Phó chủ nhiệm,1,0,,54,212,
0255,53/2022/NĐ-VP,NĐ,VP,74258,0.2649428517893948,Ngày 08-5-2023,2023-05-08,True,Vũ Đức Đam,,Phó thủ tướng,6,0,,30,155,
0277,738/QĐ-ĐHĐN,QĐ,ĐHĐN,106462,0.2892593973105485,ngày 22 tháng 01 năm 2024,2024-01-22,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,6,0,,3,58,
0396,60/2024/QH15,L,QH15,47770,0.28959741404642964,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV, kỳ họp thứ 8 thông qua ngày 30 tháng 11 năm 2024",2024-11-30,True,Trần Thanh Mẫn,,Chủ tịch,1,3,"AMENDED_BY,AMENDS",46,185,
0420,899/QĐ-BGDĐT,QĐ,BGDĐT,11132,0.26751430387794023,ngày 04 tháng 04 năm 2025,2025-04-04,True,Nguyễn Kim Sơn,,Bộ trưởng,1,0,,3,3,
0439,2453/QĐ-ĐHBK,QĐ,ĐHBK,84591,0.2874523214520584,ngày 26 tháng 6 năm 2025,2025-06-26,True,Ngụyễn Mạnh Toàn,PGS.TS,Phó giám đốc,12,1,AMENDED_BY,31,100,
0455,191/QĐ-ĐHĐN,QĐ,ĐHĐN,44023,0.2878417803107402,ngày 16 tháng 01 năm 2026,2026-01-16,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,3,0,,3,7,
0481,49/2026/TT-BGDĐT,TT,BGDĐT,34851,0.29461444308445534,ngày 30 tháng 06 năm 2026,2026-06-30,True,Lê Quân,,Thứ trưởng,7,0,,22,75,
0482,1866/QĐ-BGDĐT,QĐ,BGDĐT,200769,0.29197979812370445,ngày 29 tháng 06 năm 2026,2026-06-29,True,Hoàng Minh Sơn,,Bộ trưởng,11,0,,3,52,
0483,1829/QĐ-BGDĐT,QĐ,BGDĐT,47392,0.28972540461902163,ngày 26 tháng 06 năm 2026,2026-06-26,True,Hoàng Minh Sơn,,Thứ trưởng,10,0,,17,63,
0001,78/2020/NĐ-CP,NĐ,CP,38513,0.3016130193706344,ngày 06 tháng 7 năm 2020,2020-07-06,True,Nguyễn Xuân Phúc,,Thủ tướng,3,0,,27,95,
0002,79/2020/NĐ-CP,NĐ,CP,21852,0.3109174195190228,ngày 08 tháng 7 năm 2020,2020-07-08,True,Nguyễn Xuân Phúc,,Phó thủ tướng,2,0,,12,37,
0004,861/QĐ-TTG,QĐ,TTg,81347,0.21892766393068022,ngày 04 tháng 6 năm 2021,2021-06-04,True,Trương Hòa Bình,,Phó thủ tướng,3,1,REPLACES,5,0,
0005,10/2016/TT-BGDĐT,TT,BGDĐT,37719,0.2853200682618641,ngày 05 tháng 4 năm 2016,2016-04-05,True,Nguyễn Thị Nghĩa,,Thứ trưởng,5,2,AMENDS,26,98,
0006,30/2018/TT-BGDĐT,TT,BGDĐT,30213,0.2942191544434858,ngày 24 tháng 12 năm 2018,2018-12-24,True,Nguyễn Văn Phúc,,Thứ trưởng,5,2,"AMENDS,REPLACES",20,62,
0007,1325/QĐ-BGDĐT,QĐ,BGDĐT,2722,0.29956188389923327,ngày 25 tháng 4 năm 2016,2016-04-25,True,Nguyễn Thị Nghĩa,,Thứ trưởng,4,1,AMENDS,3,0,
0008,35/2011/TT-BGDĐT,TT,BGDĐT,10162,0.2952638700947226,ngày 11 tháng 8 năm 2011,2011-08-11,True,Trần Quang Quý,,Thứ trưởng,3,0,,11,24,
0009,28/VBHN-BGDĐT,VBHN,BGDĐT,12938,0.2917609046849758,Ngày 02-02-2015,2015-02-02,True,Phạm Mạnh Hùng,,Thứ trưởng,5,4,"AMENDED_BY,AMENDS",4,7,
0010,16/2015/TT-BGDĐT,TT,BGDĐT,15524,0.31307100859339665,Ngày 30-8-2015,2015-08-30,True,Nguyễn Thị Nghĩa,,Thứ trưởng,4,2,AMENDS,19,48,
0011,9/2016/TTLT-BGDĐT-BTC-BLĐTBXH,TTLT,BGDĐT-BTC-BLĐTBXH,65151,0.29836613861833633,ngày 30 tháng 3 năm 2016,2016-03-30,True,Bùi Văn Ga,,Thứ trưởng,4,4,AMENDS,9,39,
0012,2721/QĐ-ĐHĐN,QĐ,ĐHĐN,44571,0.28448407023095884,ngày 10 tháng 8 năm 2018,2018-08-10,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,4,0,,27,98,
0013,973/QĐ-ĐHĐN,QĐ,ĐHĐN,52709,0.28588645235662447,ngày 20 tháng 3 năm 2020,2020-03-20,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,5,1,AMENDED_BY,30,120,
0014,3758/QĐ-ĐHĐN,QĐ,ĐHĐN,17355,0.30487119813819114,ngày 04 tháng 4 năm 1994,1994-04-04,True,Ngô Văn Dưỡng,PGS.TS,Phó giám đốc,3,0,,19,35,
0015,2900/QĐ-ĐHĐN,QĐ,ĐHĐN,22622,0.3026023198509526,ngày 27 tháng 8 năm 2020,2020-08-27,True,Ngô Văn Dưỡng,PGS.TS,Phó giám đốc,4,0,,21,46,
0017,1001/QĐ-ĐHBK,QĐ,ĐHBK,62990,0.28134931942222124,ngày 16 tháng 4 năm 2021,2021-04-16,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,8,1,AMENDED_BY,32,157,
0018,1414/QĐ-ĐHBK,QĐ,ĐHBK,18961,0.29086972212197765,ngày 14 tháng 5 năm 2021,2021-05-14,True,Bách Xhoa,,Hiệu trưởng,6,1,REPLACES,18,49,
0062,2231/QĐ-ĐHBK,QĐ,ĐHBK,32055,0.2787368600974276,ngày 10 tháng 9 năm 2021,2021-09-10,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,10,0,,21,81,
0069,1216/QĐ-ĐHBK,QĐ,ĐHBK,85296,0.27854739929267663,ngày 22 tháng 4 năm 2022,2022-04-22,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,9,0,,3,65,
0070,1088/QĐ-ĐHBK,QĐ,ĐHBK,3172,0.31897341888175984,ngày 13 tháng 4 năm 2022,2022-04-13,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,10,0,,3,2,
0074,3337/QĐ-ĐHBK,QĐ,ĐHBK,34725,0.29296377020191633,ngày 14 tháng 12 năm 2021,2021-12-14,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,0,,19,52,
0095,78/2015/QH13,L,QH13,47050,0.29277599766967666,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 9 thông qua ngày 19 tháng 6 năm 2015",2015-06-19,True,Giang Sơn,,Phó chủ nhiệm,1,0,,62,160,
0124,5/2022/QĐ-TTG,QĐ,TTg,4181,0.2911032028469751,ngày 23 tháng 3 năm 2022,2022-03-23,True,Lê Minh Khái,,Phó thủ tướng,6,1,AMENDS,3,9,
0190,7/2022/TT-BGDĐT,TT,BGDĐT,25463,0.2820390155743369,ngày 23 tháng 5 năm 2022,2022-05-23,True,Ngô Thị Minh,,Thứ trưởng,3,1,REPLACES,15,64,
0209,57/2020/QH14,L,QH14,30484,0.2712375635888894,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV, kỳ họp thứ 9 thông qua ngày 16 tháng 6 năm 2020",2020-06-16,True,Nguyễn Thị Kim Ngân,,Chủ tịch,1,0,,41,147,
0250,33/2018/TT-BGDĐT,TT,BGDĐT,31358,0.2967871693053478,ngày 10 tháng 2 năm 2019,2019-02-10,True,Nguyễn Thị Nghĩa,,Thứ trưởng,6,0,,19,66,
0253,27/2009/TT-BGDĐT,TT,BGDĐT,12316,0.27793361383824217,ngày 19 tháng 10 năm 2009,2009-10-19,True,Nguyễn Vinh Hiển,,Thứ trưởng,4,1,REPLACES,15,47,
0409,4420/QĐ-ĐHBK,QĐ,ĐHBK,18963,0.29113372093023254,ngày 23 tháng 10 năm 2024,2024-10-23,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,8,0,,22,80,
0065,2673/QĐ-ĐHBK,QĐ,ĐHBK,53990,0.301210345266913,ngày 20 tháng 10 năm 2021,2021-10-20,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,10,0,,41,125,
0085,1425/QĐ-ĐHĐN,QĐ,ĐHĐN,15091,0.30556579432362696,ngày 26 tháng 4 năm 2018,2018-04-26,True,Trần Văn Nam,GS.TS,Giám đốc,7,0,,15,59,
0097,49/2014/QH13,L,QH13,137763,0.31325228875881733,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 7 thông qua ngày 18 tháng 6 năm 2014",2014-06-18,True,Nguyễn Sinh Hùng,,Chủ tịch,1,0,,107,466,
0102,39/2019/QH14,L,QH14,118295,0.3109634705310431,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV,
kỳ họp thứ thông qua ngày 13 tháng 6 năm 2019",2019-06-13,True,Phạm Thanh Hà,,Phó chủ nhiệm,1,3,"AMENDED_BY,AMENDS",101,451,
0136,37/2015/NĐ-CP,NĐ,CP,90819,0.2954153791300214,Ngày 06-5-2015,2015-05-06,True,Nguyễn Tấn Dũng,,Thủ tướng,2,1,AMENDS,54,183,
0138,89/2013/NĐ-CP,NĐ,CP,43723,0.2978962131837307,Ngày 18-8-2013,2013-08-18,True,Nguyễn Tấn Dũng,,Thủ tướng,3,1,REPEALS,35,99,
0236,4627/QĐ-BGDĐT,QĐ,BGDĐT,4086,0.29684456564082584,ngày 29 tháng 12 năm 2022,2022-12-29,True,Phạm Ngọc Thưởng,,Thứ trưởng,3,0,,3,2,
0249,6/2022/TT-BGDĐT,TT,BGDĐT,17882,0.2905850445563735,ngày 11 tháng 5 năm 2022,2022-05-11,True,Ngô Thị Minh,,Thứ trưởng,6,0,,13,41,
0278,1092/QĐ-ĐHBK,QĐ,ĐHBK,46844,0.2994883788919749,ngày 25 tháng 3 năm 2024,2024-03-25,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,20,2,"REPEALS,REPLACES",35,128,
0365,2652/QĐ-ĐHBK,QĐ,ĐHBK,15524,0.28556191214971394,ngày 01 tháng 7 năm 2024,2024-07-01,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,6,1,REPLACES,3,9,
0371,2968/QĐ-BGDĐT,QĐ,BGDĐT,10814,0.31587635054021607,ngày 18 tháng 10 năm 2024,2024-10-18,True,Nguyễn Kim Sơn,,Bộ trưởng,6,0,,3,9,
0397,37/2024/QH15,L,QH15,62263,0.3117743862575802,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV, kỳ họp thứ 7 thông qua ngày 27 tháng 6 năm 2024",2024-06-27,True,Trần Thanh Mẫn,,Chủ tịch,1,2,"AMENDED_BY,AMENDS",5,90,
0401,58/2024/QH15,L,QH15,148337,0.31123078649164143,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV,
kỳ họp thứ 8 thông qua ngày 29 tháng 11 năm 2024",2024-11-29,True,Trần Thanh Mẫn,,Chủ tịch,1,5,"AMENDED_BY,AMENDS",103,487,
0403,57/2024/QH15,L,QH15,83578,0.3009361932655031,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV, kỳ họp thứ 8 thông qua ngày 29 tháng 11 năm 2024",2024-11-29,True,Trần Thanh Mẫn,,Chủ tịch,1,5,"AMENDED_BY,AMENDS,REPEALS",6,136,
0419,830/QĐ-BGDĐT,QĐ,BGDĐT,36619,0.3230823926762066,ngày 28 tháng 03 năm 2025,2025-03-28,True,Lê Tấn Dũng,,Thứ trưởng,4,0,,3,2,
0444,3868/QĐ-ĐHBK,QĐ,ĐHBK,20965,0.2899568785644735,ngày 05 tháng 8 năm 2025,2025-08-05,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,11,1,REPLACES,3,9,
0051,905/QĐ-ĐHBK,QĐ,ĐHBK,19114,0.2833536018313184,ngày 31 tháng 8 năm 2017,2017-08-31,True,Lê Kim Hùng,GS.TS,Hiệu trưởng,0,0,,28,81,
0052,1474/QĐ-ĐHBK,QĐ,ĐHBK,17428,0.28544776119402987,ngày 21 tháng 11 năm 2019,2019-11-21,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,0,,20,26,
0053,1475/QĐ-ĐHBK,QĐ,ĐHBK,19276,0.28536397393680374,ngày 21 tháng 5 năm 2021,2021-05-21,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,0,,17,38,
0077,2352/QĐ-ĐHBK,QĐ,ĐHBK,17248,0.28529690461149715,ngày 04/04/1994,1994-04-04,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,1,AMENDED_BY,24,52,
0078,2533/QĐ-ĐHBK,QĐ,ĐHBK,26103,0.29116181484395487,ngày 12 tháng 10 năm 2021,2021-10-12,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,6,1,REPLACES,18,46,
0157,4653/QĐ-ĐHĐN,QĐ,ĐHĐN,10600,0.2884296466386019,ngày 23 tháng 12 năm 2020,2020-12-23,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,4,1,REPLACES,12,21,
0232,14/2023/TT-BGDĐT,TT,BGDĐT,20417,0.29065597975110735,ngày 17 tháng 07 năm 2023,2023-07-17,True,Phạm Ngọc Thưởng,,Thứ trưởng,5,0,,10,32,
0477,1099/QĐ-BGDĐT,QĐ,BGDĐT,27626,0.28230279375513556,ngày 07 tháng 5 năm 2026,2026-05-07,True,Lê Quân,,Thứ trưởng,8,1,REPLACES,24,74,
0493,61/2026/TT-BGDĐT,TT,BGDĐT,23330,0.29368366554491326,ngày 17 tháng 07 năm 2026,2026-07-17,True,Lê Quân,,Thứ trưởng,4,0,,14,47,
0064,3646/QĐ-ĐHBK,QĐ,ĐHBK,47890,0.2977398062691088,ngày 31 tháng 12 năm 2021,2021-12-31,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,11,1,REPLACES,41,109,
0133,86/2018/NĐ-CP,NĐ,CP,166807,0.306258443050991,ngày 06 tháng 6 năm 2018,2018-06-06,True,Nguyễn Xuân Phúc,,Thủ tướng,8,2,"AMENDS,REPLACES",88,399,
0184,1489/QĐ-ĐHĐN,QĐ,ĐHĐN,96372,0.27888282757677524,ngày 06 tháng 5 năm 2020,2020-05-06,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,8,1,REPLACES,51,217,
0233,2268/QĐ-ĐHĐN,QĐ,ĐHĐN,56364,0.29197516431558984,ngày 01 tháng 6 năm 2023,2023-06-01,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,13,1,REPLACES,35,114,
0322,1787/ĐHĐN-KHHTQT,CV,ĐHĐN,5307,0.30947238506633756,ngày 13 tháng 5 năm 2024,2024-05-13,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,1,0,,0,0,
0429,1899/QĐ-ĐHĐN,QĐ,ĐHĐN,58435,0.29874312080940135,ngày 21 tháng 5 năm 2025,2025-05-21,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,17,5,"AMENDS,REPLACES",37,103,
0450,25/2025/TT-BGDĐT,TT,BGDĐT,25577,0.31282586027111575,ngày 28 tháng 11 năm 2025,2025-11-28,True,Lê Quân,,Thứ trưởng,3,1,REPLACES,15,60,
0045,1404/QĐ-ĐHBK,QĐ,ĐHBK,52735,0.28783352220047387,ngày 12 tháng 5 năm 2021,2021-05-12,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,0,,43,134,
0046,1121/QĐ-ĐHBK,QĐ,ĐHBK,9297,0.3000170852554246,ngày 15 tháng 6 năm 2020,2020-06-15,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,4,0,,3,6,
0047,1250/QĐ-ĐHBK,QĐ,ĐHBK,24315,0.29023276534135206,ngày 29 tháng 4 năm 2021,2021-04-29,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,6,0,,17,49,
0068,493/QĐ-ĐHBK,QĐ,ĐHBK,31590,0.30430174863914444,ngày 22 tháng 02 năm 2022,2022-02-22,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,1,AMENDED_BY,16,51,
0117,76/2018/NĐ-CP,NĐ,CP,125798,0.2816658677440709,ngày 15 tháng 5 năm 2018,2018-05-15,True,Nguyễn Xuân Phúc,,Thủ tướng,6,2,"AMENDS,REPLACES",43,396,
0120,8/2014/NĐ-CP,NĐ,CP,80796,0.2930831765654394,ngày 27 tháng 01 năm 2014,2014-01-27,True,Nguyễn Tấn Dũng,,Chủ tịch,2,0,,51,169,
0134,70/2018/NĐ-CP,NĐ,CP,64553,0.2937290246322055,ngày 15 tháng 5 năm 2018,2018-05-15,True,Nguyễn Xuân Phúc,,Chủ tịch,5,0,,43,130,
0164,11/2016/TT-BGDĐT,TT,BGDĐT,93164,0.3136729222520107,Ngày 14-5-2016,2016-05-14,True,Bùi Văn Ga,,Thứ trưởng,6,1,REPLACES,52,311,
0176,4765/QĐ-ĐHĐN,QĐ,ĐHĐN,25520,0.30942910622367803,ngày 28 tháng 12 năm 2020,2020-12-28,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,4,1,REPLACES,19,51,
0177,4766/QĐ-ĐHĐN,QĐ,ĐHĐN,26679,0.29150007788566384,ngày 18 tháng 6 năm 2012,2012-06-18,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,5,0,,20,33,
0181,3226/QĐ-ĐHĐN,QĐ,ĐHĐN,18603,0.2892901710342803,ngày 21 tháng 9 năm 2020,2020-09-21,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,6,0,,25,42,
0187,1826/QĐ-ĐHĐN,QĐ,ĐHĐN,38416,0.3295367985781131,ngày 31 tháng 5 năm 2018,2018-05-31,True,Nguyễn Ngọc Vũ,PGS.TS,Phó giám đốc,5,1,REPLACES,43,143,
0188,1214/QĐ-ĐHĐN,QĐ,ĐHĐN,23316,0.29847822811511227,ngày 17 tháng 4 năm 2018,2018-04-17,True,Nguyễn Ngọc Vũ,PGS.TS,Phó giám đốc,4,0,,14,51,
0202,2479/QĐ-ĐHBK,QĐ,ĐHBK,26913,0.28660580741657643,ngày 24 tháng 6 năm 2022,2022-06-24,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,8,0,,19,61,
0228,3237/QĐ-ĐHĐN,QĐ,ĐHĐN,17115,0.31232876712328766,ngày 31 tháng 7 năm 2023,2023-07-31,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,8,1,REPLACED_BY,3,0,
0311,7/2017/QH14,L,QH14,74889,0.2806149082857812,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV, kỳ họp thứ 3 thông qua ngày 19 tháng 6 năm 2017",2017-06-19,True,Giang Sơn,,Phó chủ nhiệm,1,0,,60,264,
0320,4960/HD-ĐHĐN,HD,ĐHĐN,35264,0.28296442537681765,ngày 23 tháng 11 năm 2023,2023-11-23,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,1,1,REPLACED_BY,0,0,
0321,1773/QĐ-ĐHĐN,QĐ,ĐHĐN,36661,0.3006849580124608,ngày 10 tháng 5 năm 2024,2024-05-10,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,5,0,,26,67,
0358,1749/QĐ-BGDĐT,QĐ,BGDĐT,37278,0.30090351726363346,ngày 28 tháng 6 năm 2024,2024-06-28,True,Nguyễn Thị Kim Chi,,Thứ trưởng,6,1,REPLACES,23,68,
0362,3154/QĐ-ĐHĐN,QĐ,ĐHĐN,19808,0.2978968596946125,ngày 08 tháng 8 năm 2024,2024-08-08,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,9,0,,19,64,
0368,66/2014/QĐ-TTG,QĐ,TTg,15762,0.2727354990498597,ngày 25 tháng 11 năm 2014,2014-11-25,True,Nguyễn Tấn Dũng,,Thủ tướng,2,1,REPLACES,3,157,
0370,2717/QĐ-BGDĐT,QĐ,BGDĐT,16357,0.2903715612718828,ngày 02 tháng 10 năm 2024,2024-10-02,True,Nguyễn Văn Phúc,,Thứ trưởng,8,0,,3,21,
0380,15/2024/TT-BGDĐT,TT,BGDĐT,105760,0.3093970441292709,ngày 20 tháng 11 năm 2024,2024-11-20,True,Nguyễn Văn Phúc,,Thứ trưởng,7,2,"AMENDS,REPLACES",34,266,
0381,4897/QĐ-ĐHĐN,QĐ,ĐHĐN,9692,0.3202867383512545,ngày 27 tháng 11 năm 2024,2024-11-27,True,Chương Ii,,Giám đốc,4,0,,12,22,
0384,5007/QĐ-ĐHĐN,QĐ,ĐHĐN,18565,0.2985462519288557,ngày 05 tháng 12 năm 2024,2024-12-05,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,9,0,,4,0,
0465,1077/QĐ-ĐHBK,QĐ,ĐHBK,47271,0.3017627552504509,ngày 06 tháng 3 năm 2026,2026-03-06,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,8,2,"REPLACED_BY,REPLACES",3,120,
0247,23/2008/QH12,L,QH12,96996,0.29868070890663045,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XII, kỳ họp thứ 4 thông qua ngày 13 tháng 11 năm 2008",2008-11-13,True,Nguyễn Phú Trọng,,Chủ tịch,1,0,,89,363,
0382,142/QĐ-TTG,QĐ,TTg,87845,0.2845641398036182,ngày 02 tháng 02 năm 2024,2024-02-02,True,Trần Lưu Quang,,Phó thủ tướng,8,0,,3,69,
0383,4268/QĐ-BGDĐT,QĐ,BGDĐT,13503,0.2843888229582479,ngày 30 tháng 12 năm 2024,2024-12-30,True,Hoàng Minh Sơn,,Thứ trưởng,4,1,AMENDS,3,13,
0398,43/2024/QH15,L,QH15,3647,0.3196095076400679,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV, kỳ họp thứ 7 thông qua ngày 29 tháng 6 năm 2024",2024-06-29,True,Trần Thanh Mẫn,,Chủ tịch,1,4,"AMENDS,REPEALS",5,4,
0213,1980/QĐ-ĐHBK,QĐ,ĐHBK,59480,0.2863249817117776,ngày 18 tháng 7 năm 2019,2019-07-18,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,5,0,,38,135,
0031,542/QĐ-ĐHBK,QĐ,ĐHBK,8547,0.29269086765424057,ngày 08 tháng 5 năm 2018,2018-05-08,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,4,0,,15,31,
0090,34/2018/QH14,L,QH14,79551,0.31809114090932744,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV, ẵ
kỳ họp thứ 6 thông qua ngày 19 tháng 11 năm 2018",2018-11-19,True,Nguyễn Thị Kim Ngân,,Chủ tịch,1,2,"AMENDED_BY,AMENDS",3,187,
0122,28/2013/NĐ-CP,NĐ,CP,13864,0.2823061630218688,Ngày 15-04-2013,2013-04-15,True,Nguyễn Tấn Dũng,,Thủ tướng,2,0,,13,26,
0237,5166/QĐ-ĐHĐN,QĐ,ĐHĐN,17955,0.31200923787528867,ngày 28 tháng 12 năm 2022,2022-12-28,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,4,1,REPLACES,17,36,
0279,14/2012/QH13,L,QH13,34220,0.28552531366496975,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII,
kỳ họp thứ 3 thông qua ngày 20 tháng 6 năm 2012",2012-06-20,True,Nguyễn Sinh Hùng,,Chủ tịch,1,1,AMENDED_BY,41,102,
0280,80/2015/QH13,L,QH13,196836,0.2945410500229719,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII,
kỳ họp thứ 9 thông qua ngày 22 tháng 6 năm 2015",2015-06-22,True,Nguyễn Sinh Hùng,,Chủ tịch,1,0,,173,520,
0281,34/2018/QH14,L,QH14,79539,0.31772035471946963,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV,
kỳ họp thứ 6 thông qua ngày 19 tháng 11 năm 2018",2018-11-19,True,Nguyễn Thị Kim Ngân,,Chủ tịch,1,2,"AMENDED_BY,AMENDS",3,187,
0283,55/2011/NĐ-CP,NĐ,CP,34089,0.28320179479988783,Ngày 14-7-2011,2011-07-14,True,Nguyễn Tấn Dũng,,Thủ tướng,3,1,REPLACES,18,77,
0284,42/2020/TT-BGDĐT,TT,BGDĐT,6651,0.29500554938956713,Ngày 23-11-2020,2020-11-23,True,Nguyễn Văn Phúc,,Thứ trưởng,2,3,"AMENDS,REPEALS",4,13,
0343,1/2011/TT-BNV,TT,BNV,103294,0.2980564380489628,ngày 11-02-2011,2011-02-11,True,Trần Văn Tuấn,,Bộ trưởng,4,1,AMENDS,20,64,
0344,4/2019/TT-BKHCN,TT,BKHCN,17190,0.2769705333225099,Ngày 16-8-2019,2019-08-16,True,Phạm Công Tạc,,Thứ trưởng,3,0,,11,54,
0345,84/2020/NĐ-CP,NĐ,CP,45799,0.29605991533702375,ngày 17 tháng 7 năm 2020,2020-07-17,True,Nguyễn Xuân Phúc,,Thủ tướng,3,5,"AMENDS,REPEALS,REPLACES",12,47,
0346,11/2020/TT-BGDĐT,TT,BGDĐT,20858,0.29735449735449737,ngày 19 tháng 05 năm 2020,2020-05-19,True,Phạm Ngọc Thường,,Thứ trưởng,6,1,REPLACES,22,57,
0347,59/2010/QH12,L,QH12,38127,0.27998286693318103,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XII, kỳ họp thứ 8 thông qua ngày 17 tháng 11 năm 2010",2010-11-17,True,Nguyễn Phú Trọng,,Chủ tịch,1,0,,51,124,
0348,9/2012/QH13,L,QH13,31807,0.2883027722256018,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII,
kỳ họp thứ 3 thông qua ngày 18 tháng 6 năm 2012",2012-06-18,True,Nguyễn Sinh Hùng,,Chủ tịch,1,1,AMENDED_BY,35,119,
0349,52/2019/QH14,L,QH14,33086,0.3020837754106014,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV,
kỳ họp thứ 8 thông qua ngày 25 tháng 11 năm 2019",2019-11-25,True,Nguyễn Thị Kim Ngân,,Chủ tịch,1,1,AMENDS,3,94,
